accelerometer_m_s2[0],accelerometer_m_s2[2]
5.577541,-7.1813
6.1697626,-7.673122
6.4533787,-7.93115
6.646054,-8.07706
6.865029,-8.140316
6.869437,-8.173805
6.933041,-8.2432
6.974946,-8.305391
7.027882,-8.344072
7.095967,-8.389524
7.0698977,-8.38382
7.151039,-8.406944
7.1778116,-8.42822
7.1572633,-8.439331
7.1124353,-8.441771
7.169387,-8.454014
7.166008,-8.450865
7.2718062,-8.501268
7.135995,-8.447973
7.1965547,-8.467295
7.124963,-8.459717
7.1501346,-8.485394
1.7831576,-5.325556
2.676011,-7.613799
3.1103883,-9.671249
3.4576612,-10.647985
3.509583,-11.161187
3.5340953,-11.244699
3.5471168,-11.30024
3.5677476,-11.2805
3.5895395,-11.28213
3.6200175,-11.178157
3.640513,-11.254819
3.6505537,-11.201318
3.6655097,-11.305526
3.6576757,-11.206768
3.6887288,-11.155748
3.7209616,-11.0946455
3.735083,-11.20677
3.7346063,-11.143419
3.7309427,-11.211443
3.738577,-11.1040325
3.70514,-11.404874
3.692195,-11.174884
3.6975417,-11.16317
3.7121968,-11.143075
3.7090755,-11.197111
0.8581723,-5.4800186
0.96845365,-7.2988367
0.88093495,-8.944484
0.75417733,-9.9267645
0.67510104,-10.345267
0.65664774,-10.571022
0.6354576,-10.618331
0.6337249,-10.683005
0.61454946,-10.697776
0.59267586,-10.693784
0.5898341,-10.728746
0.5897176,-10.728475
0.5650113,-10.726076
0.53989774,-10.732986
0.53248686,-10.726949
0.54341197,-10.74791
0.5423925,-10.726606
0.51622564,-10.729691
0.5197347,-10.730323
0.50136554,-10.757601
0.48622942,-10.718388
0.48769546,-10.711225
0.48641527,-10.748533
0.46089274,-10.730209
0.4643495,-10.737582
1.2335755,-6.1739173
1.9907776,-8.693155
2.140033,-10.443441
2.2445192,-11.608158
2.3191826,-12.172046
2.3285503,-12.332683
2.3518915,-12.420798
2.34455,-12.467426
2.3626683,-12.420999
2.3601735,-12.469566
2.3593802,-12.467606
2.3664784,-12.452288
2.3765683,-12.405115
2.4052618,-12.381986
2.3961203,-12.450107
2.397576,-12.359181
2.3958628,-12.413501
2.4040105,-12.352447
2.4189057,-12.365478
2.4433174,-12.33402
2.45351,-12.310019
2.4560413,-12.340174
2.4409904,-12.311666
2.4452825,-12.357354
2.4447622,-12.357666
-0.43108478,-7.787972
-0.82645893,-10.809631
-1.2250774,-12.786562
-1.6253519,-13.812014
-2.006756,-14.218511
-2.3496106,-14.390359
-2.719815,-14.314434
-3.0340586,-14.282059
-3.4208791,-14.026602
-3.797346,-13.765841
-4.1180677,-13.514587
-4.3411765,-13.292177
-4.4788814,-13.063668
-4.543644,-12.864618
-4.551258,-12.598702
-4.507035,-12.383151
-4.402312,-12.132095
-4.2939463,-11.777708
-4.177039,-11.528124
-4.025501,-11.180897
-3.9074807,-10.879721
-3.7740996,-10.7087
-3.6305044,-10.467306
-3.5418766,-10.335894
-3.4255486,-10.177637
0.30634877,-6.5534625
0.63767385,-8.034808
0.86295164,-9.466829
0.951712,-10.143244
1.0142634,-10.619651
1.0813128,-10.802742
1.1549246,-10.928904
1.1125382,-11.153594
1.1831615,-11.125216
1.2125022,-11.171064
1.1751809,-11.342289
1.2354294,-11.264719
1.1598009,-11.462849
1.0885271,-11.535532
1.060906,-11.510211
1.1709731,-11.399329
1.1699109,-11.482685
1.0533029,-11.620108
1.1536314,-11.465774
1.1316034,-11.583683
1.0725783,-11.608707
1.1566576,-11.536428
1.1349237,-11.620019
1.2124335,-11.489159
1.2225723,-11.558564
1.2302189,-5.4917607
2.1438892,-6.728886
2.7116451,-7.739445
3.0258887,-8.379412
3.1906836,-8.602111
3.1977038,-8.9969635
3.3125038,-8.884784
3.3605995,-8.970022
3.3427048,-8.9957
3.3898149,-8.961929
3.3576753,-9.123915
3.39324,-9.153527
3.383958,-9.234706
3.4588146,-9.021223
3.3500125,-9.389132
3.4030018,-9.223138
3.3906488,-9.295352
3.3260813,-9.415362
3.1916997,-9.627592
3.4322383,-9.19091
3.2990344,-9.5939
3.427359,-9.197488
3.4057457,-9.342826
3.4141111,-9.27944
3.4242194,-9.298196
0.59231037,-6.385199
1.2104762,-7.681774
1.450884,-8.949694
1.3528049,-9.896131
1.1361432,-10.317529
0.96187127,-10.696319
0.8452779,-10.868078
0.7727294,-11.082528
0.71914077,-11.264429
0.7028967,-11.17962
0.68145525,-11.178304
0.68015385,-11.318906
0.67719346,-11.266364
0.667225,-11.235477
0.6595881,-11.239146
0.6611361,-11.188511
0.6814228,-11.386111
0.63254666,-11.4136305
0.64862967,-11.318149
0.6865505,-11.670634
0.64331317,-11.202257
0.6781401,-11.427238
0.6425244,-11.342971
0.6603195,-11.262011
0.6603905,-11.258058
-0.30646068,-5.557743
-0.7415793,-6.713009
-0.93831843,-7.8983383
-1.1843481,-8.852212
-1.3959788,-9.481859
-1.5875752,-9.997747
-1.7205703,-10.26997
-1.8058575,-10.390337
-1.8725455,-10.516783
-1.9049768,-10.749744
-1.8901553,-10.708782
-1.8959079,-10.667005
-1.9209054,-10.650768
-1.9483068,-10.679123
-1.9582481,-10.666194
-1.9617634,-10.68732
-1.9619572,-10.686389
-1.9637811,-10.702364
-1.95561,-10.777956
-1.9513195,-10.700224
-1.9463964,-10.756496
-1.9413064,-10.764284
-1.9409287,-10.728143
-1.9412796,-10.678892
-1.9467647,-10.773385
0.75536346,-9.14407
1.1123006,-13.4111185
1.1727238,-15.422398
1.2097816,-16.25826
1.2346003,-16.571993
1.2656863,-16.723148
1.2643094,-16.900936
1.2515574,-16.901129
1.2610233,-16.94412
1.2669907,-16.919437
1.2539074,-17.031439
1.2587817,-16.918224
1.2442915,-17.071081
1.2505412,-16.931335
1.2684579,-16.95155
1.2797987,-16.950735
1.286643,-16.967632
1.2900124,-16.942888
1.282167,-17.005428
1.2784033,-16.977787
1.2638302,-17.059925
1.2615905,-16.957737
1.2719095,-16.944548
1.2799356,-16.968737
1.2709148,-17.053717
0.8624866,-5.538773
1.0018322,-7.0487785
0.611279,-8.67356
-0.16613024,-9.73716
-0.8263246,-10.327899
-1.2438432,-10.611361
-1.5132579,-10.697381
-1.6432406,-10.723735
-1.7411658,-10.763241
-1.7969887,-10.773331
-1.8375878,-10.785532
-1.865142,-10.791854
-1.8810133,-10.85805
-1.9149731,-10.828629
-1.9207104,-10.861721
-1.9260665,-10.847489
-1.9464351,-10.864403
-1.9345094,-10.853118
-1.9407445,-10.839484
-1.941245,-10.846304
-1.9486564,-10.836444
-1.9457837,-10.822976
-1.9409148,-10.850519
-1.9591047,-10.83611
-1.9427727,-10.831319
0.39589286,-7.0160623
0.6454921,-9.147818
0.5460646,-10.520503
0.21383628,-11.118089
-0.039378747,-11.30162
-0.22581284,-11.258077
-0.3151136,-11.293509
-0.40345156,-11.091653
-0.4334728,-11.005315
-0.43610102,-11.065099
-0.45929897,-10.969879
-0.46441776,-10.944289
-0.46198684,-10.988604
-0.45235366,-11.085056
-0.46491647,-10.878751
-0.4617297,-10.84702
-0.4730054,-10.830734
-0.45715046,-10.802051
-0.4501645,-10.795699
-0.46477813,-10.880846
-0.44953203,-10.80246
-0.46287668,-10.781459
-0.4542222,-10.721014
-0.44518703,-10.778322
-0.43905646,-10.891529
2.2905114,-3.981082
3.6457024,-5.087363
3.8034444,-7.30811
3.7440515,-8.52173
3.742221,-8.7206135
3.6824672,-8.665186
3.7216783,-8.6266985
3.6947129,-8.580788
3.7027857,-8.55036
3.6886795,-8.524376
3.7225661,-8.500683
3.662393,-8.466128
3.6877444,-8.449654
3.68553,-8.449703
3.663291,-8.446778
3.6240716,-8.413804
3.5953324,-8.398582
3.6203802,-8.395915
3.56918,-8.372325
3.6080422,-8.381247
3.5849648,-8.369753
3.5922463,-8.363137
3.5945258,-8.348046
3.5196292,-8.332289
3.533634,-8.329205
2.433005,-3.0944548
3.7587843,-3.2741036
4.03282,-4.613904
4.0397363,-6.2701893
3.8732536,-7.7629557
3.666358,-8.335696
3.65115,-8.362509
3.4901714,-8.305266
3.4060626,-8.242775
3.3965309,-8.20534
3.2886586,-8.155807
3.1911118,-8.090192
3.2164547,-8.062197
3.1121593,-8.030605
3.0407207,-7.9790807
3.0535803,-7.959664
2.982647,-7.9011436
2.8826141,-7.885191
2.8935142,-7.8592176
2.8074384,-7.845035
2.7986436,-7.8231387
2.7587037,-7.8082123
2.7515335,-7.7857566
2.7501678,-7.770034
2.6967614,-7.736454
4.086602,1.2263527
6.147909,2.9005373
7.4871182,4.223255
7.891955,4.9128094
8.065762,5.218542
8.039833,5.3319273
8.156407,5.353307
8.170607,5.400687
8.340007,5.439331
8.244889,5.4973984
8.285032,5.478821
8.276236,5.512124
8.262619,5.5178146
8.22914,5.508106
8.34101,5.514305
8.519381,5.5396614
8.21562,5.645028
8.232855,5.5396576
8.218673,5.531434
8.216616,5.5371704
8.210384,5.551135
8.186961,5.5537014
8.239382,5.563574
8.3176365,5.603777
8.218872,5.622588
2.155268,-7.3919497
2.827029,-9.901188
2.6827235,-11.402753
2.4537878,-11.796304
2.2741723,-11.593821
2.13769,-11.658717
2.0924177,-12.097978
2.0841384,-12.119291
2.0313706,-11.921323
1.9817615,-11.968955
1.9453863,-11.974893
1.9169631,-11.859167
1.8711727,-11.893546
1.8904314,-12.182527
1.8831904,-12.091651
1.8349786,-11.931566
1.8214208,-12.13446
1.8129551,-12.208826
1.7954806,-12.073775
1.7576284,-12.002501
1.738052,-12.089384
1.7341375,-12.115748
1.7179921,-12.135679
1.6976123,-12.055884
1.6830109,-12.159001
1.9262396,-6.1028605
2.0749211,-8.27947
1.4932994,-9.5372
0.79164517,-9.8030205
0.09413308,-9.661668
-0.54783225,-9.245389
-1.1564152,-8.874101
-1.6589338,-8.505556
-2.0326607,-8.249726
-2.2708888,-8.064367
-2.3966813,-8.003742
-2.493838,-7.997534
-2.5331023,-8.055302
-2.6040947,-8.034361
-2.6446083,-8.074957
-2.6070156,-8.24633
-2.6789598,-8.151329
-2.740894,-8.093029
-2.764915,-8.05206
-2.7501197,-8.103719
-2.7714677,-8.08192
-2.827707,-8.012575
-2.828606,-7.999337
-2.8354251,-8.019346
-2.8552012,-7.978717
1.946044,-7.349178
2.0362258,-11.23171
1.4751533,-13.066772
0.8975801,-12.755238
0.57491034,-11.43763
0.29783288,-9.911684
-0.11444198,-8.798416
-0.53259385,-7.9783015
-0.8447116,-7.541373
-1.1200421,-7.1027117
-1.3123378,-7.088088
-1.6185703,-6.894877
-1.9880947,-6.799127
-2.33566,-6.6628823
-2.5855978,-6.6118813
-2.6971707,-6.454353
-2.791961,-6.547915
-2.8491426,-6.705947
-2.8836586,-6.912416
-2.8235722,-6.6815143
-2.863147,-6.716391
-2.8417888,-6.6142955
-2.8601363,-6.5707927
-2.9193628,-6.926576
-2.8927507,-6.932663
0.7701745,-8.71472
1.3284647,-12.572643
1.702394,-14.334325
1.5626838,-14.859922
1.2869085,-14.869699
0.8673148,-14.24787
0.5822959,-13.686101
0.36452562,-13.276963
0.12785819,-12.74042
-0.10834321,-12.128031
-0.31993067,-11.399168
-0.49146092,-10.574179
-0.59154177,-9.794084
-0.5986971,-9.129691
-0.5509316,-8.537959
-0.487998,-8.236981
-0.41609722,-7.8186655
-0.38403365,-7.704261
-0.33618292,-7.793663
-0.28425843,-7.733569
-0.28301075,-7.622347
-0.28448525,-7.5784035
-0.2910952,-7.5396605
-0.29988998,-7.5105467
-0.2997704,-7.443598
1.483366,-7.1546702
2.2801957,-10.119086
2.9266183,-11.095588
3.194245,-11.164695
3.133037,-10.617781
3.069656,-9.814167
2.941232,-9.109442
2.655871,-8.616318
2.269605,-8.3488455
1.6470875,-8.120658
0.880157,-7.945882
0.016941793,-7.92982
-0.73232836,-7.933584
-1.1681792,-7.9301596
-1.367755,-8.134979
-1.4120808,-8.33626
-1.4612341,-8.504438
-1.5001715,-8.6567745
-1.5328455,-8.785861
-1.5625095,-8.814579
-1.5895901,-8.923804
-1.5960251,-9.029494
-1.5933048,-9.040829
-1.6012648,-9.063121
-1.6210588,-9.118241
2.2668483,-7.058077
4.2036824,-8.723515
4.9148746,-9.577148
4.9127226,-10.198931
4.908825,-10.517883
4.9825096,-10.624086
4.8129277,-10.668446
4.8041463,-10.664293
4.7691693,-10.535301
4.6658435,-10.270464
4.6345387,-9.949522
4.589919,-9.602997
4.490162,-9.235592
4.5460835,-9.05588
4.4674473,-8.845403
4.4395976,-8.705019
4.4323883,-8.588532
4.473644,-8.556248
4.448516,-8.485224
4.427815,-8.465327
4.4864097,-8.476423
4.4095597,-8.405298
4.397304,-8.367886
4.399269,-8.338574
4.429463,-8.334039
2.987861,-6.3471885
4.901117,-8.042706
5.703384,-8.359026
5.5659018,-8.829457
5.2775817,-9.115145
5.054306,-8.80607
4.751762,-8.099989
4.5079746,-7.466703
4.293983,-7.1084146
3.9890442,-6.9858437
3.536574,-7.0729437
2.7529795,-7.258772
1.3410723,-7.4067607
-0.6845607,-8.050387
-2.3754804,-8.961085
-3.2586102,-9.752997
-3.6293519,-10.075119
-3.8337734,-10.295251
-3.9300733,-10.290191
-4.0562015,-10.762427
-4.0862775,-10.63993
-4.081388,-10.489768
-4.1102676,-10.524737
-4.1312103,-10.586966
-4.149722,-10.714798
1.427988,-6.434166
1.9199777,-8.447575
1.3854905,-9.355611
0.49399734,-9.534809
-0.088026755,-9.443821
-0.28739068,-8.969555
-0.34935066,-8.587309
-0.34619734,-8.142002
-0.3408588,-7.748129
-0.39770117,-7.60273
-0.5505102,-7.7140236
-0.7026504,-7.613698
-1.0731634,-7.489789
-1.6683768,-7.250903
-2.3678243,-7.194186
-2.9340332,-7.0870676
-3.3328729,-6.97025
-3.6264145,-7.064624
-3.7892041,-7.025817
-3.9218595,-7.1586485
-3.9818957,-7.1322565
-4.0367885,-7.1893415
-4.06107,-7.1910563
-4.1008573,-7.2991066
-4.0965176,-7.272887
-0.046306856,-6.94581
-0.66727936,-9.023461
-1.2377192,-9.5455675
-1.7239807,-9.496637
-2.0498524,-9.428293
-2.2560625,-9.400826
-2.3867257,-9.45818
-2.5444462,-9.713938
-2.607396,-9.751663
-2.6943722,-9.855521
-2.811004,-10.084247
-2.8625033,-10.029803
-2.9597821,-10.190425
-3.0380223,-10.417032
-3.0861971,-10.423927
-3.1359186,-10.382507
-3.1836095,-10.3652315
-3.2214801,-10.431865
-3.2530198,-10.489189
-3.2769668,-10.49874
-3.2907646,-10.667769
-3.313367,-10.67571
-3.3244996,-10.603235
-3.3338172,-10.689011
-3.3411825,-10.687897
-0.48433203,-6.392388
-0.7322383,-8.6581135
-0.86752987,-9.530041
-1.1487633,-10.194617
-1.3108096,-10.652405
-1.521027,-11.118194
-1.6182373,-11.471559
-1.7380859,-11.730178
-1.7462139,-11.923447
-1.8213124,-12.05011
-1.8046368,-12.164851
-1.8511945,-12.234177
-1.8166102,-12.293415
-1.7951264,-12.3258915
-1.7991407,-12.341165
-1.8252105,-12.375215
-1.8077344,-12.395266
-1.8282456,-12.4081335
-1.8442663,-12.420235
-1.772019,-12.442934
-1.7642328,-12.452573
-1.8346252,-12.452689
-1.797689,-12.473063
-1.8038273,-12.481817
-1.7509272,-12.503984
1.7242366,-4.2526917
2.6225376,-5.5016184
2.816862,-6.416891
2.8587968,-7.1098976
2.8837016,-7.603152
2.9327464,-7.9207573
2.965715,-8.13935
2.953093,-8.390198
2.9772472,-8.572129
3.007938,-8.699832
3.0235214,-8.814445
3.0310113,-8.91973
3.066833,-8.975161
3.0689578,-9.054717
3.1030726,-9.084414
3.114957,-9.128337
3.1368663,-9.158707
3.1480877,-9.175537
3.164018,-9.187558
3.1866684,-9.198608
3.1896417,-9.225027
3.1982331,-9.224919
3.2199702,-9.219535
3.236499,-9.212288
3.2487156,-9.210975
1.3923709,-4.5272236
1.9344074,-6.159597
1.9780322,-7.2034783
1.9909029,-7.767114
2.01168,-8.126191
2.033999,-8.414937
2.0591168,-8.635462
2.0794258,-8.848516
2.0999248,-9.053566
2.1289628,-9.212708
2.1493647,-9.367442
2.1705859,-9.491491
2.1889598,-9.587238
2.196395,-9.694509
2.2104158,-9.762416
2.195764,-9.82417
2.2043366,-9.867725
2.2100508,-9.913496
2.2140782,-9.93409
2.2277498,-9.939852
2.227029,-9.951925
2.235985,-9.962121
2.2435842,-9.964475
2.2443128,-9.989181
2.2621481,-10.025312
-0.3751229,-6.9399357
-1.069555,-9.416853
-1.7949864,-10.37306
-2.247014,-10.718559
-2.5027277,-10.950417
-2.6630907,-11.202013
-2.737891,-11.34634
-2.826777,-11.589392
-2.8431394,-11.720375
-2.8610384,-11.771994
-2.8739457,-11.862963
-2.9008021,-12.004
-2.8952343,-12.054491
-2.8995886,-12.104458
-2.8977234,-12.140282
-2.9056523,-12.198837
-2.9077,-12.239368
-2.8992372,-12.222258
-2.8948336,-12.245047
-2.8980558,-12.298735
-2.9000993,-12.300943
-2.8934898,-12.323345
-2.8843298,-12.292641
-2.9027562,-12.378229
-2.8835719,-12.353672
0.395039,-6.629356
0.30159435,-8.980869
-0.0030993298,-10.41082
-0.18467504,-11.068918
-0.2664469,-11.194754
-0.2992307,-11.180085
-0.30343384,-11.173515
-0.32244682,-11.257087
-0.33129483,-11.372762
-0.3281872,-11.49299
-0.33311105,-11.613559
-0.34357113,-11.745847
-0.3189105,-11.824612
-0.3307722,-11.931042
-0.33476213,-12.028277
-0.3238695,-12.107742
-0.328685,-12.202344
-0.34738934,-12.308571
-0.33254045,-12.371862
-0.3487451,-12.455214
-0.34454626,-12.536246
-0.32206798,-12.582165
-0.31889766,-12.622635
-0.32059854,-12.67108
-0.31691268,-12.725561
-0.10945939,-6.804509
-0.18906131,-8.896683
-0.24656326,-9.833775
-0.19783011,-10.0823765
-0.07384781,-10.071364
0.029499382,-10.12703
0.0893948,-10.252925
0.12349967,-10.403992
0.14448199,-10.543914
0.16035548,-10.655489
0.1665623,-10.779063
0.16405158,-10.897772
0.17754743,-10.988369
0.18435708,-11.082147
0.1565796,-11.204649
0.1696912,-11.26705
0.16814587,-11.363169
0.17034397,-11.432761
0.15762244,-11.518821
0.14895445,-11.5886
0.15631536,-11.646246
0.13590737,-11.7240505
0.16372545,-11.76061
0.1518774,-11.828466
0.14530618,-11.879502
1.7354729,-5.3047748
2.7366095,-7.0776443
3.1899872,-8.231982
3.4547443,-9.09205
3.6469827,-9.763256
3.7416358,-10.270095
3.8372598,-10.577931
3.9126048,-10.806866
3.959229,-10.994299
4.0196724,-11.0782175
4.055281,-11.177149
4.0833416,-11.282494
4.1074686,-11.327953
4.1253495,-11.375294
4.1379275,-11.435869
4.1467433,-11.489079
4.153688,-11.542569
4.1649203,-11.599659
4.152723,-11.614389
4.1517887,-11.64441
4.159183,-11.665005
4.1636686,-11.667285
4.150443,-11.730901
4.1580243,-11.703228
4.1533594,-11.803989
0.4771998,-5.737232
1.0835621,-7.2713127
1.2268798,-7.7828875
1.287519,-7.9896774
1.3556588,-8.058277
1.3299435,-8.126533
1.2704111,-8.23093
1.2405035,-8.344576
1.2264583,-8.460912
1.2034684,-8.5565195
1.1967503,-8.667414
1.1865228,-8.769425
1.1900402,-8.837443
1.1736095,-8.923778
1.1806384,-8.9993725
1.2011054,-9.075285
1.1869088,-9.138856
1.186784,-9.207133
1.2110231,-9.267468
1.2553486,-9.294904
1.2272251,-9.331487
1.2207123,-9.380976
1.2353318,-9.436321
1.2779698,-9.464958
1.2457887,-9.484316
0.031342752,-5.5923405
0.12432289,-7.715622
0.0925807,-8.426509
0.04880923,-8.700492
-0.019574799,-8.835136
-0.11300563,-8.917087
-0.23389727,-9.045335
-0.38655612,-9.215718
-0.5735404,-9.465047
-0.8918351,-9.773726
-1.1983279,-10.079785
-1.399452,-10.310816
-1.4806145,-10.434908
-1.5193521,-10.538497
-1.5425043,-10.585214
-1.5744929,-10.614596
-1.576713,-10.663873
-1.5790204,-10.684185
-1.5789703,-10.694911
-1.5615089,-10.752638
-1.5901439,-10.767925
-1.5917175,-10.776974
-1.5711567,-10.842823
-1.5771354,-10.852217
-1.5684664,-10.86801
1.0958117,-3.9863505
1.710082,-5.8603716
1.9169636,-6.9461527
1.9484298,-7.9244003
1.9178164,-8.688288
1.9011374,-9.155299
1.8941933,-9.498389
1.8985659,-9.753038
1.9013374,-9.879542
1.8855333,-9.991056
1.8923038,-10.063003
1.9083579,-10.129614
1.9280951,-10.186781
1.9372116,-10.252743
1.9548063,-10.285049
1.9789226,-10.374785
1.9705663,-10.385815
1.9794579,-10.406382
1.9929901,-10.412724
2.013151,-10.419387
2.0228167,-10.441373
2.0377853,-10.464009
2.0482016,-10.452597
2.0595787,-10.495369
2.07107,-10.4897585
0.14373754,-5.229197
0.41700643,-6.9942846
0.52536327,-7.4381537
0.673036,-7.274294
0.8003937,-6.989155
0.8853513,-6.7956324
0.9256316,-6.6460047
0.9472314,-6.5562534
0.97318447,-6.5029445
0.99513525,-6.467733
0.9832011,-6.409322
0.997416,-6.3815646
1.0004499,-6.365825
1.0249832,-6.360464
1.0257376,-6.3441234
1.0141512,-6.3540616
1.0238495,-6.360155
1.0407183,-6.367581
1.0395889,-6.364164
1.0599372,-6.3932614
1.049411,-6.3861766
1.0529231,-6.393044
1.0538226,-6.408174
1.0687914,-6.423869
1.0723691,-6.430866
1.5887128,-4.8503995
2.6519997,-7.4337373
3.172701,-9.096821
3.4638305,-10.186386
3.663334,-10.875609
3.8143156,-11.254925
3.9150867,-11.500787
3.9494638,-11.667363
4.004698,-11.775364
4.0756865,-11.835975
4.1019006,-11.868388
4.121797,-11.904941
4.1178827,-11.93946
4.089035,-11.9821205
4.1069164,-12.0092535
4.111349,-12.0267725
4.2120605,-11.989811
4.1981907,-11.9996195
4.127742,-12.030361
4.118336,-12.0659
4.102391,-12.090694
4.1474524,-12.0792885
4.147801,-12.092945
4.136426,-12.098418
4.1286616,-12.114765
2.1028218,-3.627326
3.2895815,-5.5351677
3.8854082,-6.93688
4.2161007,-7.924019
4.3929815,-8.613098
4.566997,-8.957462
4.617606,-9.219239
4.692401,-9.369144
4.7224393,-9.464517
4.769307,-9.514934
4.798458,-9.526194
4.786187,-9.568727
4.8452296,-9.546037
4.8681726,-9.520093
4.874104,-9.50273
4.790637,-9.583434
4.9102163,-9.496101
4.814599,-9.565639
4.8138657,-9.580195
4.828839,-9.589885
4.812018,-9.603577
4.8103223,-9.616179
4.810829,-9.623439
4.830688,-9.599484
4.801312,-9.631092
0.89186925,-4.9167767
1.308667,-7.0264916
1.3979604,-8.100637
1.4432824,-8.668119
1.4690449,-8.977561
1.4838684,-9.183732
1.4921451,-9.2805605
1.4733701,-9.330853
1.4653485,-9.377663
1.483186,-9.39429
1.4742143,-9.395436
1.5112677,-9.378993
1.5024447,-9.34273
1.5408638,-9.348968
1.5462508,-9.332154
1.5756831,-9.33293
1.6460366,-9.348487
1.6095672,-9.313651
1.6287823,-9.323305
1.6852825,-9.31343
1.6618688,-9.291747
1.7110014,-9.30453
1.6804464,-9.272813
1.6846342,-9.272674
1.7130022,-9.287644
1.3239757,-4.250309
2.0615237,-5.9954734
2.364964,-7.054392
2.6092224,-7.824641
2.7189095,-8.439867
2.7732966,-8.991242
2.8232985,-9.421736
2.8383114,-9.817305
2.8145854,-10.135292
2.797973,-10.358942
2.7770364,-10.493204
2.7982073,-10.52121
2.7652016,-10.4966755
2.7592366,-10.491266
2.7473042,-10.445179
2.7881436,-10.343374
2.7687016,-10.267532
2.7916067,-10.176796
2.7634604,-10.097122
2.7766974,-10.035528
2.765772,-9.975727
2.8101346,-9.924917
2.7925665,-9.863832
2.7795565,-9.833334
2.7810338,-9.789963
-1.5194215,-7.334793
-2.4357476,-10.411112
-2.964983,-11.332936
-3.2808013,-11.678654
-3.4267933,-11.826916
-3.50185,-11.951694
-3.5488663,-12.158843
-3.515294,-12.151242
-3.5706372,-12.264505
-3.5610237,-12.307354
-3.6088047,-12.437976
-3.595931,-12.467627
-3.622536,-12.50818
-3.6478388,-12.565296
-3.664733,-12.632427
-3.6836483,-12.680071
-3.6970417,-12.745011
-3.6847024,-12.719398
-3.7355747,-12.799578
-3.7290194,-12.79505
-3.7287612,-12.778627
-3.7597885,-12.832908
-3.7435424,-12.818969
-3.7594442,-12.842061
-3.7690747,-12.848519
-1.5431266,-7.371669
-2.4554918,-10.441213
-2.9750662,-11.342138
-3.2774887,-11.641333
-3.4449866,-11.826658
-3.5121992,-11.929355
-3.5466862,-12.034223
-3.5686471,-12.1528845
-3.5895605,-12.263107
-3.597082,-12.323266
-3.6073017,-12.38247
-3.6232147,-12.438238
-3.653516,-12.552169
-3.6613817,-12.596012
-3.67198,-12.635278
-3.691189,-12.660856
-3.6983259,-12.67811
-3.719611,-12.728079
-3.7249353,-12.7267065
-3.745467,-12.737145
-3.760658,-12.790861
-3.7557454,-12.784857
-3.7763343,-12.81319
-3.8103795,-12.910144
-3.7615168,-12.851641
-1.5686896,-7.44675
-2.4765942,-10.394134
-3.0081801,-11.312042
-3.3216915,-11.654034
-3.4750803,-11.821373
-3.5338268,-11.913853
-3.5810215,-12.05038
-3.5775518,-12.135838
-3.5938861,-12.201271
-3.6086586,-12.294611
-3.6258783,-12.422471
-3.6357517,-12.486626
-3.6688554,-12.580041
-3.6487849,-12.58584
-3.6782453,-12.65383
-3.698086,-12.685059
-3.7194545,-12.733299
-3.7120588,-12.724365
-3.7380457,-12.739229
-3.7405884,-12.737997
-3.7581637,-12.797248
-3.750562,-12.795988
-3.7670393,-12.8086405
-3.7771714,-12.826584
-3.797174,-12.895891
-1.6618884,-7.5707064
-2.6263762,-10.511071
-3.1615956,-11.420398
-3.4187596,-11.65806
-3.5404024,-11.785454
-3.5985076,-11.9204035
-3.583421,-11.954998
-3.5989196,-12.042969
-3.6104236,-12.135689
-3.6239436,-12.219922
-3.6586044,-12.352076
-3.6492143,-12.40826
-3.6588657,-12.435968
-3.6792374,-12.514269
-3.6907444,-12.575114
-3.7073684,-12.610553
-3.7283945,-12.659629
-3.7546115,-12.73253
-3.744491,-12.719529
-3.7646651,-12.749327
-3.777682,-12.770979
-3.7991805,-12.7981415
-3.7999773,-12.79412
-3.823283,-12.828279
-3.8261125,-12.858799
1.1928695,-4.6378403
1.9197167,-6.2558317
2.2384408,-6.892632
2.432009,-7.32748
2.5457973,-7.6483808
2.625781,-7.902526
2.68011,-8.104477
2.7286148,-8.326451
2.7628367,-8.523596
2.7792318,-8.668461
2.7886481,-8.770603
2.791618,-8.880783
2.7926931,-8.939326
2.7966943,-8.995131
2.794876,-9.019098
2.7734478,-9.0526905
2.7630436,-9.076766
2.7472765,-9.1013565
2.7298965,-9.130532
2.7368424,-9.170207
2.7463892,-9.174869
2.7209477,-9.157486
2.7060733,-9.15257
2.6801226,-9.1529455
2.6746588,-9.177577
1.2674714,-5.7207394
1.8363365,-7.337363
2.1011653,-7.6526384
2.2722354,-7.667202
2.4077892,-7.598264
2.4789658,-7.634582
2.5139604,-7.6830306
2.5644715,-7.702719
2.6136773,-7.7799816
2.6559708,-7.8850875
2.6493545,-8.134347
2.715001,-8.175039
2.7152536,-8.291045
2.7707944,-8.387066
2.7899563,-8.588178
2.8006048,-8.781668
2.8092983,-8.995346
2.7913039,-9.255047
2.7440841,-9.562537
2.705825,-9.835975
2.6588218,-10.091874
2.6250567,-10.293799
2.559682,-10.507093
2.5526612,-10.639582
2.5073025,-10.7446
0.16351724,-6.125523
-0.0578779,-8.448314
-0.21727632,-8.9998455
-0.20522507,-8.925644
-0.09865202,-8.752227
0.039290614,-8.828049
0.13242826,-8.776112
0.18760654,-8.792082
0.22776678,-8.812191
0.23412299,-8.925505
0.25053337,-8.968871
0.25143707,-9.050539
0.2551481,-9.10111
0.26254916,-9.131861
0.2620365,-9.189916
0.25752735,-9.260808
