accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_c_x,gps_c_y,gps_c_z,gps_x,gps_y,gps_z
-2.6382089,-8.638751,-11.070368,0.65799534,0.10137502,-0.029281901,0.06828284,-7.67959,-7.282146,-0.36387128,-0.32831496,-3.3911705
4.635698,-7.646467,-10.998557,0.00424143,0.021821484,-0.012186604,0.03844087,-7.6418796,-7.31953,-0.37613472,-0.35252488,-3.3079457
-0.39697617,-8.361507,-11.052363,0.1569686,-0.029256463,-0.08217653,0.05700261,-7.607828,-7.313916,-0.37516683,-0.34057087,-3.3911705
-5.518067,-8.748137,-11.059064,-0.22925387,0.009540983,0.06835234,0.055193007,-7.4962187,-7.3001075,-0.35229766,-0.32654074,-3.2983937
-5.518067,-8.614666,-11.066432,0.65799534,0.034967974,-0.0764644,0.07749134,-7.5998898,-7.31865,-0.34076235,-0.33104634,-3.1094856
4.635698,-8.803145,-11.063883,0.13185206,0.07720238,0.09459899,0.07602458,-7.283724,-7.2105,-0.3488676,-0.34683165,-3.2073874
3.2431946,-7.242766,-11.054204,-0.33810905,-0.046803005,0.09459899,0.06244176,-7.672543,-7.244874,-0.36280054,-0.32654074,-3.2168486
2.9812431,-8.31219,-10.998557,0.15157568,0.000978887,0.005310811,0.06950292,-7.644286,-7.2189875,-0.37487587,-0.35481817,-3.3468165
4.635698,-7.242766,-11.016532,0.34032023,0.006712809,-0.06331227,0.0467204,-7.283724,-7.0741186,-0.34076235,-0.36579645,-3.3273673
-4.325089,-8.048233,-11.06983,-0.018032989,-0.12363234,0.018257912,0.037948456,-7.6264496,-7.2217407,-0.3461039,-0.341308,-3.1469555
-5.518067,-8.656694,-11.0704775,-0.33810905,0.122604504,-0.10367823,0.07647796,-7.283724,-7.2680435,-0.360603,-0.33898592,-3.146784
4.174746,-8.842789,-11.028075,0.48523718,-0.12363234,0.042319126,0.037948456,-7.283724,-7.266868,-0.37613472,-0.32654074,-3.1163745
4.635698,-8.29433,-11.047675,-0.33810905,0.027755946,0.008368325,0.037948456,-7.6099796,-7.3053837,-0.34562933,-0.36910012,-3.192699
-4.758613,-7.242766,-11.04669,0.5844694,-0.022685513,-0.09246017,0.07749134,-7.560993,-7.302066,-0.34076235,-0.34762233,-3.159312
-5.518067,-8.838035,-11.039776,-0.33810905,0.08931154,-0.09657275,0.07749134,-7.602381,-7.0724626,-0.37613472,-0.36910012,-3.3249352
-5.518067,-8.822365,-11.052228,0.3534448,-0.12363234,0.012641013,0.07031438,-7.433905,-7.0724626,-0.36487293,-0.33869728,-3.3415139
3.8936179,-7.242766,-11.053754,0.65799534,-0.12363234,-0.10367823,0.0465249,-7.569925,-7.254563,-0.37613472,-0.35329652,-3.2233317
4.635698,-8.262918,-11.07107,0.65799534,-0.053957023,-0.04686471,0.072269194,-7.362392,-7.2890024,-0.3470406,-0.32654074,-3.128703
0.5517018,-7.5088015,-11.050886,0.65799534,0.06789321,0.09459899,0.05747461,-7.6833863,-7.117585,-0.35991764,-0.36910012,-3.279988
4.181107,-7.6413517,-11.068637,-0.002850616,0.06940028,0.09459899,0.037948456,-7.4728827,-7.0724626,-0.37613472,-0.32654074,-3.1744745
-6.53094,-9.5710125,-11.138264,-0.41715026,-0.052097246,0.14895186,0.23371212,-8.001875,-8.807409,-0.18770033,-0.36604005,-3.110821
-4.482597,-8.339863,-11.563354,-0.35816842,-0.002902538,-0.06070391,0.2380544,-8.21434,-8.894811,-0.19903277,-0.37088403,-3.2621624
-3.8709242,-9.579995,-11.309932,-0.08331078,-0.038364977,0.091807425,0.23064736,-8.105854,-8.898113,-0.18770033,-0.38899273,-3.2943676
-6.53094,-9.3710985,-11.565887,-0.3941637,0.12004583,-0.023310494,0.2293081,-8.181259,-8.878291,-0.18770033,-0.3876517,-3.326993
-6.53094,-9.488823,-11.551274,0.4670447,-0.030614644,-0.06070391,0.2380544,-8.153733,-8.904809,-0.20507315,-0.36604005,-3.302604
4.3377514,-9.616977,-11.56763,0.4670447,0.13680404,0.037993096,0.2293081,-7.9965425,-8.876802,-0.20097528,-0.38398314,-3.2673457
4.081959,-9.551951,-11.547194,-0.41715026,0.2551347,-0.05536624,0.23787479,-8.204141,-8.915498,-0.19906111,-0.36697578,-3.2079408
4.3377514,-9.001671,-11.138264,0.4670447,0.10772393,-0.027099017,0.2293081,-8.094517,-8.909055,-0.19443135,-0.38376525,-3.2144387
-6.53094,-9.277884,-11.457055,-0.2856066,0.2551347,0.102821596,0.23652686,-8.147059,-8.844864,-0.19302674,-0.37176767,-3.3398015
4.3377514,-9.011764,-11.218909,-0.33149254,0.19106553,0.020520661,0.23308577,-8.207903,-8.876103,-0.20258157,-0.38815957,-3.3398015
3.5902941,-8.339863,-11.540398,0.4670447,0.019901402,0.14895186,0.2380544,-7.9965425,-8.9140215,-0.20056085,-0.3802294,-3.2404106
3.7403698,-9.635433,-11.527629,0.45057473,0.20289488,-0.002212964,0.23769663,-8.117083,-8.807409,-0.19024281,-0.3793529,-3.248267
0.12005775,-9.315118,-11.554976,-0.41715026,0.13946266,0.12617049,0.2342134,-7.9965425,-8.916265,-0.202053,-0.37436604,-3.110821
-0.9998249,-9.502986,-11.311538,-0.37186593,0.2551347,0.07274514,0.23303598,-8.1733465,-8.867757,-0.19358741,-0.36604005,-3.2084901
1.3522282,-8.7643,-11.532119,0.4670447,0.22503477,-0.06070391,0.2369422,-8.21434,-8.866408,-0.19153409,-0.3911066,-3.1695447
-6.53094,-8.339863,-11.563089,-0.35303804,0.2411723,0.050561745,0.23201588,-8.130543,-8.873359,-0.18770033,-0.36604005,-3.230981
3.7866704,-9.397005,-11.283225,0.42143646,-0.052097246,0.1478418,0.23229168,-8.154732,-8.900274,-0.18770033,-0.38412312,-3.110821
2.2770245,-9.629965,-11.554406,0.11498414,0.002389379,0.14781623,0.23700984,-7.9965425,-8.807409,-0.1919433,-0.3911066,-3.223702
-6.53094,-9.451394,-11.558291,-0.41715026,0.046937015,-0.054101914,0.22955361,-8.084549,-8.906823,-0.20507315,-0.3911066,-3.130705
4.3377514,-9.556149,-11.549895,-0.03785188,-0.052097246,0.14895186,0.23049065,-7.9965425,-8.880092,-0.19347857,-0.3911066,-3.110821
-6.53094,-8.339863,-11.304486,-0.3478314,0.24386938,0.14895186,0.2293081,-8.084491,-8.905951,-0.20507315,-0.3803373,-3.2639112
-6.393898,-8.468401,-11.47116,0.4670447,-0.025156066,0.010150265,0.23562418,-8.185865,-8.874565,-0.20421432,-0.37595677,-3.3305936
4.3377514,-9.58436,-11.319117,0.39100236,0.030369759,-0.013884954,0.23193114,-8.160782,-8.918462,-0.19746076,-0.37207207,-3.2335403
-6.368205,-9.438027,-11.5698,0.4670447,0.19389267,-0.014200885,0.2315635,-8.210806,-8.879486,-0.20186485,-0.37397242,-3.3398015
2.6156096,-9.430076,-11.473218,-0.016637152,0.023061939,0.068680674,0.23493436,-8.20859,-8.914899,-0.18770033,-0.36604005,-3.1161397
,,,,,,-0.062345803,-8.825573,-10.174171,-0.2233424,-0.37425935,-3.1190767
,,,,,,-0.019103736,-8.791077,-10.145409,-0.2131748,-0.3681812,-3.0260897
,,,,,,-0.042982653,-8.848021,-10.150697,-0.20509665,-0.3686561,-3.0149996
,,,,,,-0.09925935,-8.845834,-10.147077,-0.22338592,-0.37926888,-3.142009
,,,,,,-0.103062466,-8.676993,-10.146501,-0.20591624,-0.3788808,-3.0149996
,,,,,,-0.12304279,-8.708328,-10.165184,-0.21038656,-0.37242612,-3.1280723
,,,,,,-0.00079219,-8.7372,-10.169692,-0.22190003,-0.3721749,-3.0740757
,,,,,,-0.09609237,-8.828725,-10.16266,-0.2211514,-0.36737156,-3.0149996
,,,,,,-0.034576386,-8.6834755,-10.174284,-0.19590212,-0.371428,-3.101441
,,,,,,-0.00079219,-8.848889,-10.150625,-0.22338592,-0.37750858,-3.142009
,,,,,,-0.07229598,-8.8251295,-10.168041,-0.21540208,-0.36532032,-3.142009
,,,,,,-0.12304279,-8.836306,-10.168642,-0.20051436,-0.36532032,-3.043468
,,,,,,-0.08613905,-8.775207,-10.174925,-0.20646505,-0.36532032,-3.0268903
,,,,,,-0.10537386,-8.81833,-10.165423,-0.21027641,-0.37926888,-3.0911067
,,,,,,-0.12304279,-8.682391,-10.158039,-0.19590212,-0.37926888,-3.0559003
,,,,,,-0.00079219,-8.852685,-10.174198,-0.22338592,-0.369653,-3.142009
,,,,,,-0.032660306,-8.827164,-10.173908,-0.1960044,-0.3669687,-3.142009
,,,,,,-0.00079219,-8.833013,-10.145409,-0.21588166,-0.375578,-3.142009
,,,,,,-0.004088514,-8.847202,-10.1709,-0.213513,-0.37164128,-3.142009
,,,,,,-0.09390311,-8.723984,-10.173611,-0.20735483,-0.37905934,-3.0340827
,,,,,,-0.017360143,-8.835324,-10.145409,-0.19590212,-0.37926888,-3.0339823
,,,,,,-0.08986963,-8.804896,-10.171417,-0.20481662,-0.37270558,-3.0697856
,,,,,,-0.00079219,-8.652427,-10.145409,-0.19590212,-0.36532032,-3.0506237
,,,,,,-0.12304279,-8.825391,-10.173083,-0.21423851,-0.36532032,-3.0149996
,,,,,,-0.00079219,-8.827257,-10.171549,-0.208596,-0.3699939,-3.0624416
,,,,,,0.18638155,-9.706391,-11.3407345,-0.045741245,-0.3175069,-2.9496238
,,,,,,0.1897386,-9.597383,-11.328806,-0.043713197,-0.31582284,-2.8915787
,,,,,,0.19064876,-9.615462,-11.340477,-0.016952679,-0.30956396,-2.8925939
,,,,,,0.18730731,-9.706256,-11.3156395,-0.021489039,-0.3175069,-2.9132497
,,,,,,0.18926585,-9.70525,-11.334242,-0.007283771,-0.30922055,-2.9575028
,,,,,,0.1859203,-9.701864,-11.334123,-0.014924571,-0.31352764,-2.9575028
,,,,,,0.1937469,-9.63665,-11.337952,-0.045817032,-0.31153694,-2.9466028
,,,,,,0.19172144,-9.693718,-11.339275,-0.03907019,-0.30922055,-2.9575028
,,,,,,0.19192663,-9.629741,-11.338442,-0.022634521,-0.31007993,-2.9035575
,,,,,,0.1859203,-9.677808,-11.340863,-0.007283771,-0.3097956,-2.9109936
,,,,,,0.18929172,-9.639123,-11.335635,-0.035455257,-0.31422022,-2.8915787
,,,,,,0.18834406,-9.698526,-11.338101,-0.01113382,-0.31696665,-2.9392598
,,,,,,0.19197923,-9.706515,-11.3156395,-0.007283771,-0.31612694,-2.9091554
,,,,,,0.19275686,-9.691826,-11.324074,-0.007283771,-0.31711596,-2.9575028
,,,,,,0.18626076,-9.69677,-11.3156395,-0.045817032,-0.31067508,-2.9463792
,,,,,,0.1937469,-9.699066,-11.3405075,-0.029219702,-0.3166125,-2.9575028
,,,,,,0.19194454,-9.665325,-11.334682,-0.009696469,-0.31550556,-2.8974566
,,,,,,0.1859203,-9.70653,-11.335995,-0.028665394,-0.31496376,-2.9188747
,,,,,,0.18852371,-9.695296,-11.340535,-0.045817032,-0.31104952,-2.9083347
,,,,,,0.1937469,-9.651392,-11.337919,-0.04272923,-0.31426585,-2.8915787
,,,,,,0.19041508,-9.698723,-11.337217,-0.040642977,-0.31637323,-2.9373808
,,,,,,0.188027,-9.651227,-11.331266,-0.045817032,-0.31238636,-2.8915787
,,,,,,0.18804663,-9.682176,-11.339877,-0.045817032,-0.3166407,-2.9291167
,,,,,,0.1918729,-9.669504,-11.3407345,-0.013731837,-0.3152998,-2.9321241
,,,,,,0.18919688,-9.597383,-11.324402,-0.007283771,-0.30922055,-2.8956165
,,,,,,0.23885062,-10.643489,-11.304801,0.002976239,-0.25037354,-2.9812295
,,,,,,0.23438057,-10.523981,-11.302171,0.011951536,-0.2677918,-2.930066
,,,,,,0.24260873,-10.650065,-11.2997875,0.007096052,-0.24601206,-2.9667528
,,,,,,0.23438057,-10.52839,-11.289099,-0.002434433,-0.27389213,-2.940926
,,,,,,0.23963846,-10.640302,-11.304443,0.008456379,-0.27389213,-2.9468026
,,,,,,0.23459451,-10.632679,-11.291426,0.001386583,-0.26681176,-2.9812295
,,,,,,0.23438057,-10.523981,-11.289099,-0.009163938,-0.26948798,-2.9155033
,,,,,,0.2353389,-10.523981,-11.304669,0.004885018,-0.26138654,-2.9485936
,,,,,,0.24172057,-10.557364,-11.301135,-0.007474631,-0.25196624,-2.9668512
,,,,,,0.23625119,-10.623018,-11.304234,0.009071216,-0.2534604,-2.9071066
,,,,,,0.23569314,-10.556045,-11.289099,-0.003525078,-0.26259765,-2.9455907
,,,,,,0.23741564,-10.64959,-11.299249,0.013853503,-0.2603247,-2.9097605
,,,,,,0.24260873,-10.523981,-11.29502,-0.002178431,-0.26349342,-2.9404683
,,,,,,0.2399,-10.631513,-11.304231,-0.009163938,-0.2658942,-2.957292
,,,,,,0.24260873,-10.644829,-11.289099,0.002412617,-0.24601206,-2.9623137
,,,,,,0.23438057,-10.562255,-11.293038,-0.001301393,-0.25824773,-2.9071066
,,,,,,0.23867273,-10.565766,-11.297092,0.004190505,-0.27323136,-2.965782
,,,,,,0.24128386,-10.628531,-11.289419,-0.00709109,-0.24892902,-2.952434
,,,,,,0.23833574,-10.637431,-11.30145,0.013853503,-0.2656781,-2.9397
,,,,,,0.23665951,-10.536651,-11.304776,0.013853503,-0.24601206,-2.9706826
,,,,,,0.24260873,-10.601867,-11.303836,-0.009163938,-0.2640158,-2.9758139
,,,,,,0.24089982,-10.624402,-11.3041315,-0.009163938,-0.2564567,-2.9788857
,,,,,,0.23691492,-10.641648,-11.289099,-0.007696092,-0.27359128,-2.9686317
,,,,,,0.23943391,-10.647327,-11.30362,0.006867975,-0.26860932,-2.9071066
,,,,,,0.23720185,-10.621006,-11.304788,0.013853503,-0.2708589,-2.9191751
,,,,,,0.29439238,-12.1836815,-11.1002865,0.051469937,-0.22692764,-3.1502125
,,,,,,0.29028997,-12.209655,-11.100332,0.04007235,-0.23918319,-3.1123831
,,,,,,0.29045194,-12.202637,-11.1139,0.0319141,-0.24121228,-3.1660087
,,,,,,0.29163092,-12.168854,-11.082929,0.046424247,-0.22999412,-3.1646433
,,,,,,0.2876641,-12.208429,-11.109317,0.051469937,-0.2408061,-3.1194143
,,,,,,0.2964763,-12.208612,-11.113863,0.051469937,-0.22692764,-3.152343
,,,,,,0.29614276,-12.209263,-11.113475,0.032359593,-0.23537418,-3.1586123
,,,,,,0.29023737,-12.208184,-11.09678,0.039922744,-0.2390138,-3.124661
,,,,,,0.28939068,-12.1986265,-11.077937,0.047132865,-0.24121228,-3.101652
,,,,,,0.28916514,-12.209031,-11.110261,0.034530856,-0.23472786,-3.1660087
,,,,,,0.29763952,-12.191551,-11.112174,0.038064435,-0.23984584,-3.1342974
,,,,,,0.29716066,-12.174377,-11.101993,0.05054795,-0.23070787,-3.1617298
,,,,,,0.29510415,-12.187117,-11.1094885,0.04105082,-0.22692764,-3.1494353
,,,,,,0.29534793,-12.201491,-11.1077175,0.033776388,-0.24121228,-3.1068642
,,,,,,0.2876641,-12.207517,-11.1021185,0.033704497,-0.23835994,-3.1292353
,,,,,,0.2876641,-12.208582,-11.110988,0.041311897,-0.2370466,-3.11799
,,,,,,0.2876641,-12.20928,-11.085877,0.04021243,-0.23614517,-3.114527
,,,,,,0.29713947,-12.194049,-11.108206,0.051469937,-0.22692764,-3.101652
,,,,,,0.29505348,-12.168854,-11.109577,0.0319141,-0.24121228,-3.1321504
,,,,,,0.29162753,-12.168854,-11.111628,0.0319141,-0.22862016,-3.138293
,,,,,,0.2974708,-12.207654,-11.110438,0.047759257,-0.23422515,-3.101652
,,,,,,0.29763952,-12.208215,-11.106716,0.046421207,-0.22692764,-3.1660087
,,,,,,0.29559153,-12.206457,-11.077937,0.0319141,-0.23111503,-3.1412628
,,,,,,0.28946877,-12.209582,-11.077937,0.039340124,-0.24121228,-3.1123075
,,,,,,0.29763952,-12.208966,-11.092707,0.051469937,-0.22980326,-3.1426952
,,,,,,0.24407755,-13.79348,-11.132291,-0.07389274,-0.25067466,-3.2330475
,,,,,,0.22564895,-13.801176,-11.121392,-0.071366996,-0.25084305,-3.2156043
,,,,,,0.23624042,-13.802866,-11.123855,-0.08400493,-0.23443608,-3.2140584
,,,,,,0.24122556,-13.793341,-11.108936,-0.08400493,-0.24111357,-3.2330475
,,,,,,0.24468781,-13.803818,-11.131185,-0.070626095,-0.2455891,-3.2148402
,,,,,,0.24227823,-13.805084,-11.124482,-0.06885754,-0.2421762,-3.1800237
,,,,,,0.23480399,-13.804612,-11.118152,-0.0713979,-0.23805061,-3.210437
,,,,,,0.23495868,-13.805386,-11.125374,-0.07231106,-0.25281885,-3.2104053
,,,,,,0.22977066,-13.79906,-11.12762,-0.06956929,-0.24714036,-3.2077272
,,,,,,0.24137044,-13.803019,-11.13307,-0.06885754,-0.24109022,-3.2077768
,,,,,,0.22564895,-13.793341,-11.131153,-0.08400493,-0.23443608,-3.1800237
,,,,,,0.23075174,-13.793341,-11.1197815,-0.08400493,-0.2543837,-3.1800237
,,,,,,0.2261448,-13.804753,-11.128297,-0.07153769,-0.2543837,-3.2330475
,,,,,,0.24299632,-13.805347,-11.108936,-0.07281874,-0.23443608,-3.1909256
,,,,,,0.23866871,-13.803625,-11.116457,-0.08332047,-0.24654597,-3.191811
,,,,,,0.22899362,-13.798679,-11.128007,-0.06943694,-0.252242,-3.2330475
,,,,,,0.22995716,-13.805094,-11.113115,-0.073421866,-0.24402706,-3.2247179
,,,,,,0.24084334,-13.793341,-11.1301775,-0.069697216,-0.24348533,-3.2330475
,,,,,,0.24330166,-13.804911,-11.1293955,-0.08400493,-0.25363058,-3.2188632
,,,,,,0.24150299,-13.798092,-11.129271,-0.07196383,-0.24159926,-3.1800237
,,,,,,0.23530339,-13.793341,-11.123241,-0.07522358,-0.24283881,-3.1800237
,,,,,,0.24468781,-13.800957,-11.133044,-0.0774712,-0.2532714,-3.1955636
,,,,,,0.22784083,-13.801948,-11.120812,-0.083245024,-0.25380418,-3.2074926
,,,,,,0.24114904,-13.805416,-11.123472,-0.0751673,-0.246052,-3.2170336
,,,,,,0.22564895,-13.804886,-11.108936,-0.07665378,-0.24492581,-3.1888416
,,,,,,0.08154406,-15.564872,-11.228505,-0.070058554,-0.1658399,-3.1929777
,,,,,,0.05950662,-15.578099,-11.235301,-0.0719955,-0.17311227,-3.1882746
,,,,,,0.07828343,-15.578451,-11.236548,-0.07126403,-0.17703938,-3.1682966
,,,,,,-0.007350605,-15.578201,-11.221452,-0.070583805,-0.18189622,-3.1967127
,,,,,,0.071978204,-15.564872,-11.23616,-0.0792568,-0.17757349,-3.133579
,,,,,,-0.007350605,-15.57714,-11.2265005,-0.070967376,-0.16803755,-3.1698
,,,,,,0.032121718,-15.576665,-11.2054405,-0.076507345,-0.17563814,-3.1780932
,,,,,,0.049860414,-15.578519,-11.235724,-0.06922917,-0.15443295,-3.133579
,,,,,,0.015092604,-15.57408,-11.223441,-0.07082851,-0.18225694,-3.171989
,,,,,,0.022340968,-15.577041,-11.235937,-0.07387863,-0.17552975,-3.133579
,,,,,,0.08020246,-15.578538,-11.236403,-0.07839729,-0.15126815,-3.1911023
,,,,,,-0.007350605,-15.578224,-11.231744,-0.07829128,-0.17713195,-3.133579
,,,,,,0.05405111,-15.564872,-11.235809,-0.0792568,-0.17659524,-3.188975
,,,,,,0.038267538,-15.578677,-11.236571,-0.07246202,-0.16512775,-3.1727955
,,,,,,0.08154406,-15.578568,-11.236166,-0.07696293,-0.18225694,-3.1915615
,,,,,,0.06754448,-15.578261,-11.232649,-0.06922917,-0.17084244,-3.1927438
,,,,,,-0.007350605,-15.57742,-11.2054405,-0.06922917,-0.15126815,-3.133579
,,,,,,0.074244134,-15.578075,-11.236344,-0.07109535,-0.1592272,-3.190353
,,,,,,-0.007350605,-15.577008,-11.210335,-0.06922917,-0.15126815,-3.1896114
,,,,,,0.038876303,-15.578803,-11.229003,-0.0792568,-0.17051807,-3.1885135
,,,,,,-0.004136086,-15.564872,-11.236087,-0.0792568,-0.15188555,-3.195152
,,,,,,0.009886056,-15.577141,-11.225476,-0.07858737,-0.17963308,-3.1814408
,,,,,,0.08154406,-15.578738,-11.236525,-0.069734275,-0.15780291,-3.1847527
,,,,,,0.08154406,-15.573804,-11.231765,-0.0785532,-0.1568086,-3.171173
,,,,,,-0.007350605,-15.564872,-11.2054405,-0.07515825,-0.17656331,-3.2047098
,,,,,,-0.04479255,-17.19211,-12.422906,-0.13873602,-0.20608427,-3.0839407
,,,,,,0.005706683,-17.192007,-12.394846,-0.15579666,-0.20691167,-3.0648599
,,,,,,-0.019272268,-17.19233,-12.410744,-0.14310807,-0.2078568,-3.1116161
,,,,,,0.00889859,-17.19238,-12.426107,-0.15579666,-0.1713239,-3.068062
,,,,,,-0.036177017,-17.192385,-12.425697,-0.14217758,-0.11765647,-3.052761
,,,,,,0.020986717,-17.192377,-12.425997,-0.15579666,-0.13170579,-3.052761
,,,,,,0.030297782,-17.192364,-12.422382,-0.14758208,-0.16305219,-3.1116161
,,,,,,0.030297782,-17.19232,-12.421259,-0.14036709,-0.17889339,-3.0917833
,,,,,,-0.04479255,-17.192358,-12.424,-0.14856309,-0.2078568,-3.059161
,,,,,,-0.002740212,-17.19188,-12.420361,-0.13873602,-0.11394606,-3.0816183
,,,,,,-0.0115586,-17.192026,-12.425196,-0.13873602,-0.1846621,-3.1116161
,,,,,,0.030297782,-17.192213,-12.420972,-0.14033356,-0.14963493,-3.052761
,,,,,,0.001261912,-17.191858,-12.4235735,-0.1434558,-0.14082336,-3.0963676
,,,,,,-0.006617412,-17.185215,-12.408813,-0.15579666,-0.12793738,-3.090447
,,,,,,-0.012520082,-17.191805,-12.425801,-0.1389448,-0.19707409,-3.0689743
,,,,,,0.030297782,-17.192278,-12.418369,-0.14428422,-0.18994984,-3.0679615
,,,,,,-0.02735798,-17.191599,-12.425308,-0.15579666,-0.11394606,-3.0826662
,,,,,,0.030297782,-17.192135,-12.424343,-0.14767349,-0.17160554,-3.1007092
,,,,,,-0.028444797,-17.192242,-12.420876,-0.14532918,-0.14256656,-3.0822852
,,,,,,0.006142262,-17.19235,-12.424744,-0.1456725,-0.181106,-3.1116161
,,,,,,-0.04479255,-17.192312,-12.408573,-0.14408588,-0.19479434,-3.079191
,,,,,,-0.022802293,-17.19109,-12.402172,-0.14395821,-0.2078568,-3.1002991
,,,,,,-0.04479255,-17.185215,-12.394846,-0.15579666,-0.11801067,-3.1110623
,,,,,,0.021990724,-17.192331,-12.4178095,-0.14710367,-0.18453586,-3.0915291
,,,,,,-0.038522184,-17.18805,-12.394846,-0.15579666,-0.13997787,-3.0961292
,,,,,,0.17880872,-17.300802,-14.013448,-0.18183838,-0.093905784,-3.076303
,,,,,,0.17880872,-17.30005,-14.013486,-0.17337869,-0.10161622,-3.04914
,,,,,,0.16654506,-17.297619,-14.013538,-0.18440448,-0.080078825,-3.046478
,,,,,,0.1414794,-17.300379,-14.010823,-0.16909866,-0.08586407,-3.0482144
,,,,,,0.17063546,-17.299706,-14.01335,-0.17022954,-0.09208811,-3.0643883
,,,,,,0.15019855,-17.300165,-14.010577,-0.17120023,-0.09394371,-3.040748
,,,,,,0.17880872,-17.2998,-14.004583,-0.17384689,-0.0724331,-3.0484338
,,,,,,0.1612483,-17.30102,-14.011794,-0.18421338,-0.10161622,-3.034512
,,,,,,0.17596069,-17.297663,-14.013011,-0.1711574,-0.08973015,-3.034512
,,,,,,0.1414794,-17.301004,-14.009542,-0.18133251,-0.09074403,-3.0930986
,,,,,,0.15229703,-17.29961,-14.012261,-0.1802905,-0.08203828,-3.0555453
,,,,,,0.1414794,-17.300898,-14.012731,-0.18440448,-0.07283372,-3.0519118
,,,,,,0.17623034,-17.30066,-14.013064,-0.17336236,-0.09712662,-3.0930986
,,,,,,0.17880872,-17.299604,-14.010937,-0.17148902,-0.10161622,-3.0543137
,,,,,,0.16821307,-17.30028,-14.013307,-0.17020632,-0.0724331,-3.092806
,,,,,,0.15338519,-17.299967,-14.013504,-0.16909866,-0.08659841,-3.034512
,,,,,,0.14194094,-17.299986,-14.013218,-0.16909866,-0.08970971,-3.073996
,,,,,,0.1414794,-17.300873,-14.013225,-0.18440448,-0.0724331,-3.0930986
,,,,,,0.1490139,-17.301027,-14.011794,-0.17797725,-0.0724331,-3.0930986
,,,,,,0.17880872,-17.301012,-14.013042,-0.17257445,-0.08069761,-3.034512
,,,,,,0.15737167,-17.300962,-14.008299,-0.18440448,-0.097096875,-3.0628781
,,,,,,0.17702565,-17.297619,-14.004583,-0.17572455,-0.08793491,-3.075072
,,,,,,0.1414794,-17.297619,-14.004583,-0.18440448,-0.10057043,-3.0834184
,,,,,,0.1683355,-17.301031,-14.013483,-0.17712696,-0.09491595,-3.0918694
,,,,,,0.16529118,-17.300817,-14.011779,-0.17058234,-0.095503606,-3.0888753
,,,,,,0.1497007,-17.378708,-15.608973,-0.18507414,-0.011030577,-3.0997553
,,,,,,0.12642913,-17.379498,-15.609035,-0.17131428,-0.017607264,-3.0771856
,,,,,,0.1620644,-17.380222,-15.608202,-0.18731374,-0.018736616,-3.1337576
,,,,,,0.12795928,-17.3803,-15.608015,-0.16993128,0.017837193,-3.1337576
,,,,,,0.1620644,-17.380249,-15.609032,-0.18538074,0.000932395,-3.1271207
,,,,,,0.15598556,-17.380154,-15.608319,-0.17103909,0.007156894,-3.0771856
,,,,,,0.15230635,-17.378708,-15.609044,-0.17062561,-0.019072462,-3.1299143
,,,,,,0.14359748,-17.380287,-15.608107,-0.17154299,-0.004677422,-3.1274989
,,,,,,0.13540566,-17.380016,-15.608967,-0.17619349,-0.019072462,-3.0846908
,,,,,,0.1620644,-17.380276,-15.609011,-0.1699141,0.003972516,-3.104948
,,,,,,0.16039322,-17.380257,-15.608534,-0.18731374,0.017837193,-3.0889864
,,,,,,0.12675068,-17.379532,-15.608536,-0.18731374,-0.010562047,-3.1337576
,,,,,,0.14248878,-17.380129,-15.601549,-0.18731374,0.016427696,-3.08218
,,,,,,0.15274966,-17.37978,-15.608954,-0.17877407,0.017837193,-3.107244
,,,,,,0.15666136,-17.38016,-15.600254,-0.1699141,0.017837193,-3.1337576
,,,,,,0.11490804,-17.3803,-15.6085825,-0.17399906,0.016521558,-3.1083841
,,,,,,0.1620644,-17.379396,-15.605511,-0.18731374,0.017837193,-3.106968
,,,,,,0.11490804,-17.380045,-15.608604,-0.18731374,-0.011828229,-3.1337576
,,,,,,0.13253716,-17.379528,-15.608965,-0.17245056,-0.019072462,-3.133748
,,,,,,0.119881295,-17.37955,-15.6089,-0.18266515,0.011930138,-3.0934234
,,,,,,0.12841251,-17.378708,-15.600254,-0.17647593,0.0137925,-3.1078835
,,,,,,0.13724202,-17.38028,-15.608533,-0.18491273,-0.015747227,-3.0784075
,,,,,,0.120052695,-17.380188,-15.600254,-0.1699141,-0.019072462,-3.0958736
,,,,,,0.11490804,-17.380096,-15.601825,-0.18373607,-0.002659261,-3.0960712
,,,,,,0.14724325,-17.379469,-15.60526,-0.17400564,-0.005846553,-3.0771856
,,,,,,-0.080322176,-17.948261,-15.832869,-0.042335182,-0.036729865,-3.1547577
,,,,,,-0.12338403,-17.949274,-15.827634,-0.038963355,-0.027647845,-3.174041
,,,,,,-0.12338403,-17.945772,-15.831662,-0.043682292,-0.028045982,-3.1619177
,,,,,,-0.12338403,-17.943176,-15.833092,-0.051549196,-0.012705684,-3.1459966
,,,,,,-0.12338403,-17.943176,-15.832991,-0.050135627,-0.040747646,-3.1264172
,,,,,,-0.06592983,-17.949337,-15.827634,-0.053436175,-0.008349195,-3.1688385
,,,,,,-0.04219053,-17.948837,-15.833009,-0.038963355,-0.003639571,-3.1264172
,,,,,,-0.02144305,-17.94955,-15.833104,-0.05020672,-0.015083261,-3.1571808
,,,,,,-0.02144305,-17.949396,-15.833125,-0.04445459,-0.024009317,-3.1839952
