accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],gyro_rad[0],gyro_rad[1],gyro_rad[2]
-2.1990724,7.1357226,-9.152042,0.005602092,0.002812131,-0.010201311
-0.29034454,1.857307,-7.246125,-0.21734509,0.015760861,-0.010533823
-0.348033,7.1357226,-13.00837,-0.14600158,0.011835262,-0.00822535
-3.793138,3.2297812,-12.766027,0.40083483,0.015141219,-0.000473646
2.1855845,3.8464336,-7.879278,0.36962584,0.010934904,-0.008028725
-2.281536,-4.3169694,-13.00837,-0.014101923,0.00746914,-0.008083591
-3.793138,7.1357226,-10.079186,-0.13331701,0.016207844,-0.001243254
-3.793138,-6.143892,-9.050672,-0.003536329,0.002812131,-0.009613866
0.45082253,7.1357226,-7.246125,-0.20949158,0.006549172,-0.007360449
2.1855845,7.1357226,-12.216721,-0.20325561,0.002812131,-0.006850092
2.1855845,7.1357226,-12.791268,0.13898131,0.012327656,-0.008898152
-3.793138,-3.0850372,-7.246125,0.40083483,0.010452718,-0.006265117
0.7692668,7.1357226,-8.521497,-0.21734509,0.013900697,-0.001850402
2.1855845,-6.143892,-7.246125,0.2690539,0.016207844,-0.013167255
-3.4956388,-6.143892,-7.246125,0.34710684,0.01581163,-0.000109182
-2.870797,5.217502,-12.047812,0.40083483,0.016207844,-0.013167255
2.1855845,-5.45152,-13.00837,-0.21734509,0.002812131,-0.006196594
2.1855845,-6.143892,-7.246125,0.23996544,0.011183366,-0.000109182
-3.793138,-1.6075122,-12.6941,-0.21734509,0.003998563,-0.010610333
1.2587639,7.1357226,-13.00837,0.06506333,0.009063318,-0.008098913
2.1855845,-2.8334184,-10.411494,0.40083483,0.006992705,-0.011239516
-2.4327784,-4.6470685,-7.393653,0.3877578,0.008703306,-0.004585145
2.1855845,-2.8988686,-12.716529,0.16622624,0.016207844,-0.008543877
-3.5329392,-6.143892,-12.707986,0.26881373,0.008287445,-0.009871924
-2.3776314,-6.143892,-11.894125,-0.17640585,0.002812131,-0.011598012
-0.91837573,7.415391,-7.074318,0.43631876,0.028393596,-0.010295094
-2.8754108,6.8079596,-5.4216623,0.64961696,0.042615443,-0.025511121
-3.2655723,7.7757416,-12.867097,0.64961696,0.025629839,-0.021506073
-3.1575966,7.0210767,-5.4216623,-0.122231275,0.028235197,-0.021164553
-2.9979463,-7.2429643,-12.867097,-0.122231275,0.039874434,-0.010295094
2.2776117,7.666817,-12.867097,0.44792855,0.03650181,-0.013492053
2.2776117,1.6970233,-6.582782,0.47455263,0.035696328,-0.022569994
-3.800147,-6.4741287,-12.867097,0.4558404,0.042615443,-0.0187873
-3.1039906,-7.2429643,-12.7831955,-0.122231275,0.040087983,-0.025833333
-3.1509166,7.8341484,-6.7377663,0.45984197,0.032502487,-0.021343892
-3.135851,6.47676,-10.1644,0.64961696,0.03914666,-0.023242505
2.2776117,-7.2429643,-5.4216623,0.37096518,0.03402616,-0.015778778
2.2776117,8.134389,-12.867097,0.43490368,0.033518277,-0.021285495
2.2776117,8.36176,-9.113685,0.4624051,0.03882447,-0.023752091
-3.800147,-6.831378,-7.169314,0.41085082,0.03527361,-0.026479796
2.2776117,-7.2429643,-5.4216623,0.4282201,0.025629839,-0.01828386
-3.121345,-7.2429643,-10.661933,0.46502435,0.025629839,-0.020758325
-3.800147,7.5666676,-12.867097,0.59634686,0.042615443,-0.024823358
2.2776117,1.0599039,-5.4216623,0.59905255,0.04169102,-0.02379732
-0.6542765,-6.5846615,-7.0609336,0.5093243,0.041191235,-0.010295094
-2.4726982,7.687064,-12.867097,-0.04357274,0.034828186,-0.010672839
-3.7977326,-7.2429643,-5.4216623,-0.122231275,0.025629839,-0.021124152
0.007790357,-7.050839,-6.361747,-0.031945527,0.03638082,-0.013965977
1.5304824,8.4732485,-12.867097,0.15248068,0.03679101,-0.0229456
2.2776117,8.105484,-8.739555,-0.122231275,0.03419076,-0.020983623
-1.6252313,-2.3234978,-9.978792,0.13433924,0.04954399,-0.05649341
2.695764,3.0646036,-5.894685,-0.5347787,0.05199284,-0.058826208
-5.051907,-1.0053419,-12.172469,-0.53624076,0.05664506,-0.060265288
-5.051907,1.609246,-7.3734818,-0.53624076,0.04604668,-0.049647633
-4.0595336,2.8441105,-5.894685,0.13175821,0.052792124,-0.06043757
-2.9678073,-0.69915223,-10.769209,0.13669339,0.041364085,-0.05703128
2.695764,-1.8236405,-6.419059,-0.22779644,0.05336172,-0.05178959
-2.1254225,2.9104376,-12.172469,0.135658,0.054950647,-0.05466245
-1.2503278,-2.3234978,-12.172469,-0.31988168,0.05415698,-0.05708255
-5.051907,2.2944655,-12.172469,0.12034306,0.05664506,-0.057365835
-5.051907,-1.1113486,-12.172469,-0.53624076,0.041364085,-0.055290163
-2.9940271,5.109055,-5.894685,-0.53624076,0.04332114,-0.058951184
2.695764,-1.9184887,-10.586294,-0.53624076,0.0497344,-0.059503756
2.695764,1.1601576,-8.697537,0.12397426,0.041364085,-0.05671969
0.48075765,5.109055,-7.010541,-0.53624076,0.05664506,-0.049647633
-5.051907,-1.964025,-8.149212,0.14526331,0.051919706,-0.05341229
2.5891168,5.109055,-12.014465,0.13241094,0.05664506,-0.05747482
2.695764,5.109055,-5.894685,0.13651076,0.04795622,-0.049647633
-4.653822,-1.4876842,-12.172469,0.13594052,0.05664506,-0.0546782
2.695764,1.5583786,-6.149539,-0.53624076,0.045394942,-0.06043757
2.695764,-0.23909733,-5.894685,0.14097488,0.05311138,-0.05476457
-5.051907,2.0477595,-12.172469,-0.53624076,0.041364085,-0.053495467
-2.9563248,-2.256514,-8.055957,0.12967673,0.044145606,-0.05702442
2.695764,5.109055,-5.894685,0.005197257,0.041364085,-0.049647633
-5.051907,5.109055,-8.08589,-0.3511328,0.041364085,-0.059343673
2.6747546,-4.990176,-6.835658,0.37541908,0.055774882,-0.10122254
1.7737627,-2.9454813,-9.370825,0.3210907,0.061932296,-0.0985344
1.0985992,-2.9847345,-11.070695,0.43468702,0.060139805,-0.10190823
-3.022625,-4.417201,-9.433238,0.3210907,0.055774882,-0.10172533
2.738912,2.8187652,-11.795205,0.7354252,0.06368874,-0.08977878
1.6349034,-3.0843978,-12.295943,0.78379047,0.06367873,-0.10281365
-3.022625,1.040336,-6.835658,0.78379047,0.06420191,-0.105311505
1.5161431,2.8187652,-12.295943,0.78379047,0.05635096,-0.09457705
-2.7290397,-4.990176,-9.89033,0.3210907,0.06741463,-0.0910146
-2.5046916,2.8187652,-12.295943,0.34593368,0.061002634,-0.08977878
-3.022625,-4.990176,-6.835658,0.3480143,0.067840084,-0.10561219
2.7046857,2.8187652,-11.777482,0.7340576,0.06568806,-0.10021161
1.7274483,-3.9238663,-7.0030317,0.64854014,0.06380628,-0.097953565
-1.4728309,-3.1721783,-6.835658,0.7555254,0.059683263,-0.08977878
1.6898664,-4.990176,-8.512519,0.78379047,0.06658408,-0.09423973
2.738912,2.8187652,-12.295943,0.78379047,0.055774882,-0.09407121
1.5948213,2.5184035,-8.18442,0.6298909,0.06014114,-0.099381864
2.738912,2.8187652,-12.295943,0.78379047,0.067840084,-0.09613203
-3.022625,2.8187652,-6.835658,0.3475116,0.067840084,-0.09981931
-3.022625,-2.9700975,-12.295943,0.36407852,0.063545674,-0.10561219
0.13480818,2.5433016,-6.835658,0.78379047,0.06367569,-0.10282906
2.738912,-2.926806,-11.527104,0.7824155,0.06759578,-0.09215217
2.738912,-3.3618498,-8.4595785,0.35384703,0.061441965,-0.10478168
-3.022625,-4.990176,-10.648457,0.3210907,0.06419772,-0.10561219
-3.022625,-4.990176,-10.011578,0.3210907,0.055774882,-0.102501325
1.3630524,-5.1649113,-12.94493,-0.116605476,0.23499347,0.075505406
1.3630524,0.8942385,-13.509741,-0.10887991,0.23499347,0.08539027
-2.1130276,-5.1649113,-6.889374,-0.11670555,0.24056524,0.09259422
1.3630524,3.0535543,-11.577228,-0.029441725,0.24378918,0.068065494
1.3630524,-1.1072065,-12.2232065,-0.11272265,0.23947766,0.068065494
-2.5438967,2.4686253,-6.889374,-0.104547344,0.24005139,0.068932295
-2.8227763,-0.84101546,-6.889374,-0.13346405,0.23533684,0.09297785
1.3630524,4.6304083,-13.509741,-0.10793887,0.24140805,0.08537309
-2.6038983,-0.77593493,-12.979546,-0.13017401,0.23710504,0.09224182
-2.2026837,4.6304083,-12.068043,-0.107894,0.24090797,0.090619236
0.39835042,4.6304083,-13.509741,-0.13344446,0.23927921,0.07928589
-2.572344,4.6304083,-13.117314,-0.029441725,0.24232972,0.084846474
-2.7535136,-0.9037013,-6.889374,-0.029441725,0.23961121,0.08251188
1.2368915,-4.939578,-7.7288327,-0.12652342,0.23771775,0.07204221
-2.8227763,-5.1649113,-7.5461793,-0.13186254,0.23499347,0.07422513
-2.5466723,-2.027579,-6.889374,-0.11610771,0.23587579,0.07953881
1.3630524,-1.0038278,-13.509741,-0.1155182,0.24070609,0.068415314
-2.3488796,-5.120554,-6.889374,-0.12236133,0.2383954,0.07527682
-2.2365415,4.6304083,-6.889374,-0.029441725,0.23856005,0.0835249
1.3630524,-5.1649113,-13.408548,-0.10900092,0.24378918,0.08646874
-2.424834,-0.045558482,-13.509741,-0.09105198,0.24378918,0.08117769
-2.4750273,4.6304083,-8.866778,-0.13177317,0.23499347,0.09167379
-0.4332189,4.6304083,-8.849473,-0.1282977,0.23767537,0.09297785
1.3630524,-5.1649113,-10.643933,-0.029441725,0.24378918,0.07202834
-2.2860534,-3.1429164,-13.070437,-0.116008274,0.24182609,0.068065494
-2.447439,3.0023808,-15.036188,-0.26112148,-0.3805874,-0.022558397
-2.3874733,3.6893458,-12.963116,-0.23996301,-0.36972377,-0.025565466
-2.1399758,-7.037437,-12.685324,-0.24454674,-0.35863984,-0.01905535
-2.1364772,-4.7372165,-12.066653,-0.28620383,-0.3724441,-0.024671344
-2.4735284,-7.037437,-11.716695,-0.010920852,-0.35863984,-0.023353046
-2.1849837,3.6893458,-13.648937,-0.107487805,-0.3609691,-0.025844406
2.5072951,3.6893458,-7.942552,-0.25530693,-0.36748597,-0.018022455
0.82603544,-3.6065423,-8.334699,-0.010920852,-0.37902114,-0.018443746
2.5072951,3.6893458,-11.8930435,-0.25044915,-0.3724964,-0.025028722
2.5072951,3.6893458,-12.631758,-0.010920852,-0.37427938,-0.025545234
-2.045545,3.6893458,-12.120508,-0.23543511,-0.37809572,-0.023832152
-2.12217,-3.7535706,-7.942552,-0.25631875,-0.37653375,-0.018022455
2.5072951,-3.2191179,-14.124313,-0.010920852,-0.37860256,-0.02356199
2.5072951,-5.7332172,-7.942552,-0.27399594,-0.37447283,-0.019449336
-2.2535443,-3.246155,-13.698117,-0.19496009,-0.37593415,-0.024790635
2.5072951,-2.224083,-14.093912,-0.018191159,-0.3805874,-0.02341467
-2.1210623,-7.037437,-12.607198,-0.27233207,-0.35863984,-0.021084232
-2.2753365,3.6893458,-15.034843,-0.1571317,-0.35863984,-0.021331606
-2.6493578,-7.037437,-14.941972,-0.26076975,-0.38056025,-0.019160146
2.5072951,-3.5133326,-14.611609,-0.27445292,-0.37110418,-0.023064012
2.5072951,-7.037437,-10.27839,-0.08811948,-0.3639041,-0.024733337
1.7536007,-4.615295,-13.83758,-0.26120025,-0.35863984,-0.022874048
-2.4446068,-1.611105,-8.9485035,-0.26232865,-0.3712733,-0.018022455
-2.3496552,-7.037437,-14.446361,-0.2900709,-0.36021456,-0.023647571
2.2913313,-5.613428,-7.942552,-0.26180714,-0.37026307,-0.025098784
-1.5811269,2.4969368,-13.566157,0.41957104,-0.047608063,0.07504087
1.6852288,-0.064510435,-13.566157,-0.14722073,-0.034961745,0.067504644
1.8873892,-1.7022564,-13.566157,-0.23227769,-0.024633687,0.06810346
1.9168298,-8.667831,-7.5080557,-0.19170395,-0.027139783,0.0671604
-1.7174573,2.9757864,-12.481447,0.012053132,-0.044926837,0.0731998
-1.7174573,-7.113775,-11.727402,-0.088516444,-0.040363,0.07678119
1.761122,2.9757864,-7.5080557,-0.14464405,-0.029440247,0.0671604
-1.7174573,-1.5198966,-11.918074,0.41957104,-0.024633687,0.0750289
1.9486792,2.9757864,-12.403795,-0.06134066,-0.04481919,0.08154918
-1.7174573,0.34511957,-10.40111,-0.08070323,-0.03676501,0.075987875
-1.7174573,2.9757864,-7.5080557,0.41957104,-0.053332653,0.08087088
1.4414957,-8.667831,-7.6875715,0.41957104,-0.024879053,0.07403551
1.9528866,-8.667831,-10.381983,0.34659386,-0.053332653,0.07331549
1.9415197,-2.7971437,-7.5080557,0.03237337,-0.04906118,0.0671604
1.6629851,-6.0635056,-7.5080557,-0.097162575,-0.053332653,0.079983965
1.9838433,-5.992719,-13.038391,-0.115166724,-0.024910517,0.069014475
1.97965,-8.667831,-9.057508,-0.21600571,-0.043342993,0.078977585
1.9274485,-0.60567546,-13.566157,0.020232126,-0.031689376,0.0671604
-1.7174573,-8.38963,-7.5080557,0.13740554,-0.046045586,0.08131918
1.959605,-8.34422,-13.566157,-0.11096358,-0.024633687,0.080686875
-1.7174573,-8.667831,-12.690968,0.41957104,-0.039583012,0.08154918
1.9012778,2.9757864,-10.8055,-0.16695222,-0.03639833,0.08154918
-1.3626409,2.9757864,-10.899801,-0.21771589,-0.024633687,0.06754124
1.9137113,-8.667831,-7.5080557,0.41957104,-0.041651897,0.07308979
2.0513315,-8.330483,-13.331391,-0.015679553,-0.03888244,0.070657626
-0.011771038,-2.9134774,-8.998658,0.31995982,-0.1640396,-0.05669298
-0.29907757,0.5965444,-5.9966135,-0.1575102,-0.14940046,-0.055249833
-1.3436503,-3.169836,-7.3148184,-0.1575102,-0.1665761,-0.05013662
0.3927771,3.116508,-13.087373,0.33534878,-0.14940046,-0.054287672
-1.6899801,-1.3195672,-5.9966135,-0.1575102,-0.1563305,-0.05300995
0.014279053,5.2833395,-7.4237337,0.33447748,-0.1520563,-0.053026967
0.2762553,-3.169836,-11.629643,0.21647918,-0.15353684,-0.05363471
0.3927771,-3.169836,-13.087373,0.22224623,-0.15013863,-0.051924586
-1.1768835,-3.169836,-13.087373,-0.1575102,-0.15844339,-0.055134133
0.14682798,5.2833395,-7.089956,0.33534878,-0.14940046,-0.051595323
0.25898343,5.2833395,-8.863614,-0.1575102,-0.14940046,-0.057419825
-1.6899801,4.364349,-6.5380697,0.3240925,-0.14940046,-0.04974026
-1.5597837,5.2833395,-5.9966135,0.32761347,-0.15568088,-0.057419825
-0.07248326,4.045157,-6.559619,-0.1575102,-0.16648191,-0.057419825
-0.8905948,5.2833395,-7.478775,-0.1575102,-0.15876807,-0.051501907
-0.9882295,-1.8476758,-13.087373,0.2676831,-0.15493637,-0.057419825
-1.6899801,5.2833395,-7.1048017,0.25055358,-0.1665761,-0.057419825
-1.2924434,-3.10789,-10.2434025,-0.1575102,-0.15843304,-0.04974026
-1.5557401,5.2833395,-6.7563696,-0.1575102,-0.16607548,-0.0549763
-1.3250443,2.9155188,-5.9966135,0.33431375,-0.14940046,-0.055773325
0.3927771,0.9724908,-13.087373,0.26848596,-0.15788144,-0.050299786
-0.5622601,-1.707215,-13.040281,0.25844398,-0.1665761,-0.055765554
-0.0585794,1.6100658,-13.087373,0.26669303,-0.15993188,-0.050796047
-1.5695618,1.7790871,-13.087373,0.2496542,-0.1665761,-0.053584926
-1.4145983,-2.3535743,-13.087373,-0.1575102,-0.1665761,-0.04974026
0.9293535,2.966483,-12.2393,0.45917356,0.28203338,0.09322354
-1.868804,-4.5894575,-6.4611173,0.42077148,0.2967485,0.11228937
-2.360305,6.9537563,-12.2393,0.01871191,0.28534833,0.11228937
0.9374533,0.17897975,-9.177386,0.41004777,0.28936902,0.11228937
0.84189546,6.9537563,-8.056186,0.01871191,0.28716344,0.100260004
-1.9914753,-0.6141339,-5.984812,0.38796353,0.29337558,0.093343906
0.90101874,0.123594046,-7.590861,0.40943217,0.2972529,0.11228937
-2.360305,0.11898202,-8.083031,0.40061784,0.2944025,0.106607944
-2.360305,2.6380863,-5.730457,0.39881027,0.29509673,0.09322354
-1.8170332,-5.1218843,-7.345909,0.3546657,0.2972529,0.09974976
0.9374533,6.9537563,-11.511254,0.37055206,0.28740275,0.108541206
-2.360305,2.1307564,-6.6864104,0.37588155,0.2842113,0.10358365
0.87762487,-5.1218843,-5.730457,0.01871191,0.28605017,0.10336274
-0.07295504,6.9537563,-9.01388,0.46882486,0.28272423,0.09322354
-2.0225594,4.4416227,-10.216573,0.01871191,0.28203338,0.10259014
0.90128064,-5.1218843,-7.3312993,0.30056077,0.2972529,0.099989295
-2.360305,-0.84699833,-5.730457,0.3968109,0.28203338,0.11228937
0.9314034,6.9537563,-10.932464,0.01871191,0.29670262,0.10073796
0.81162596,-5.1218843,-12.2393,0.01871191,0.2972529,0.09823501
-2.3591568,-1.4536994,-5.730457,0.01871191,0.29005525,0.11033487
0.89764845,0.2906332,-6.5851045,0.45582485,0.28334352,0.10895309
-2.360305,0.07507193,-12.2393,0.40541208,0.29356688,0.09322354
0.8820852,0.08875334,-12.2393,0.40843683,0.2972529,0.09933129
-2.1301625,-2.9781823,-12.2393,0.429967,0.28293398,0.10971248
0.9374533,0.09184581,-5.730457,0.01871191,0.28203338,0.09898255
1.8231956,2.7840471,-12.199898,0.2581127,-0.070413664,0.019562187
0.6803032,0.85219896,-12.506866,0.5138812,-0.070413664,0.016006619
-1.7490729,7.235423,-6.732507,0.5138812,-0.070413664,0.014314458
-1.7490729,-4.0322857,-7.066877,-0.13058078,-0.06532488,0.017050438
-1.7490729,-4.0322857,-13.468725,0.5091063,-0.06922942,0.01951316
-1.6404995,7.235423,-6.732507,0.4146962,-0.06621929,0.015605174
1.3565037,-4.0322857,-11.084354,-0.13058078,-0.070413664,0.016618371
2.1097164,1.9520923,-6.732507,0.071949095,-0.06470483,0.019562187
-1.6914533,6.715157,-13.553587,0.5138812,-0.064097054,0.019562187
-1.2356131,-1.7580487,-11.504009,0.40811852,-0.067600764,0.013755701
-1.7336828,0.88440216,-6.732507,-0.13058078,-0.065211184,0.019562187
1.6947691,-4.0322857,-13.152912,-0.13058078,-0.06444707,0.013755701
1.4915212,1.8011669,-7.6926875,0.32418635,-0.070413664,0.013755701
2.1097164,7.235423,-6.732507,0.509267,-0.06859439,0.013755701
-1.7490729,-4.0322857,-13.553587,0.5128776,-0.06731597,0.017754085
1.4452544,7.235423,-6.732507,-0.13058078,-0.069086425,0.016251467
2.1097164,-4.0322857,-13.553587,0.44527695,-0.0647508,0.019562187
-1.7490729,4.7562523,-8.734997,-0.13058078,-0.06864799,0.013755701
2.1097164,5.003384,-8.47479,-0.13058078,-0.063657895,0.019562187
-1.7490729,1.6079494,-12.460489,0.057878166,-0.06664967,0.016343176
1.9334706,7.235423,-7.4211216,-0.13058078,-0.06477631,0.013755701
-1.5712367,-4.0322857,-8.031164,0.4209387,-0.06466224,0.018205628
-0.47889337,5.6448154,-13.553587,0.1366761,-0.06772701,0.016208336
1.812697,-2.4044785,-13.553587,0.40178284,-0.063657895,0.01851505
2.1097164,5.2530537,-11.729897,0.5138812,-0.063685656,0.013755701
1.5767714,6.690113,-7.1727858,-0.20585036,-0.10478379,0.08697297
-1.8779503,6.690113,-13.539857,0.04493016,-0.1028122,0.081741266
-1.9303257,-5.9814463,-9.663136,-0.20585036,-0.105512366,0.08713296
0.67648864,6.690113,-13.691117,-0.17464522,-0.10563822,0.07767068
1.3168427,-4.1659446,-14.126092,0.020054549,-0.10666677,0.08230893
1.1368244,6.690113,-13.61453,-0.20585036,-0.10376936,0.07758806
-1.8378085,1.9877771,-7.1727858,0.08059019,-0.10638142,0.08473367
0.9209461,-0.35827577,-13.234211,-0.20585036,-0.10621956,0.07758806
-1.934271,-5.9814463,-9.307192,0.060829163,-0.10239926,0.08579676
1.0611624,6.6826425,-11.284441,-0.15576339,-0.10486445,0.07758806
-1.934271,-5.9814463,-13.950545,0.10985309,-0.107520394,0.0892603
-1.934271,2.6312947,-11.542565,0.07295814,-0.104697704,0.07839003
-1.934271,-5.9814463,-12.787558,-0.042197824,-0.102323286,0.08913926
0.8626156,3.109343,-13.733845,0.123108596,-0.104941525,0.08498305
0.95457315,3.6632986,-13.762816,-0.15441793,-0.107148826,0.07953275
-1.934271,-5.9814463,-13.81852,0.033355117,-0.102323286,0.08617108
1.2829399,-2.551558,-7.1727858,0.070822,-0.102414936,0.08287259
-1.7495395,6.690113,-7.1727858,0.123108596,-0.107520394,0.080583535
-1.934271,-5.9814463,-12.790877,-0.20585036,-0.103912696,0.07758806
1.5767714,-2.5132341,-7.1727858,-0.20585036,-0.102323286,0.084920384
0.86342096,6.690113,-13.946717,0.123108596,-0.10650599,0.078618854
1.5767714,3.8364406,-7.1727858,0.04539627,-0.10492344,0.083479926
1.5767714,-5.9814463,-12.335777,0.08039135,-0.10433624,0.0892603
-1.934271,-5.9814463,-7.1727858,0.036785513,-0.103284314,0.0892603
0.8932946,-3.5255213,-10.210655,0.096836746,-0.10740767,0.08615285
-2.414143,-7.6069155,-15.5720825,0.19553004,0.09915906,-0.027132763
-1.1978507,-7.9960747,-7.5209155,-0.14121643,0.09866932,-0.024702372
0.2721008,-10.584045,-13.327255,0.14740573,0.103072554,-0.026005102
-2.5182157,3.5968673,-9.956118,-0.13506459,0.100266084,-0.024075141
0.001968518,-6.070837,-14.540913,0.14175902,0.1025036,-0.02584493
-3.0924354,5.7137823,-14.445976,0.10813625,0.1012937,-0.023964552
-2.4641178,7.788095,-13.263401,0.22094472,0.09829134,-0.026014982
-3.0924354,7.788095,-15.381226,0.22700924,0.10657312,-0.02216982
-0.6241741,-10.584045,-9.03042,0.17482479,0.09829134,-0.019511418
-2.7475016,0.73449045,-12.386278,-0.14121643,0.102365,-0.02433919
-2.6540961,-8.838299,-14.005962,0.12810881,0.10203819,-0.021279035
-2.68482,-2.7134962,-15.337135,0.22009416,0.10047276,-0.022943137
1.1907663,7.467368,-15.436399,0.14001341,0.10618983,-0.026327135
1.1907663,7.788095,-7.5209155,-0.14121643,0.105431005,-0.026968962
-2.8449385,1.1726363,-7.5209155,0.1141244,0.09949455,-0.027168838
-2.2103622,-10.584045,-14.633274,-0.055926725,0.10657312,-0.028026795
-2.5795186,-10.584045,-14.606821,0.22700924,0.10657312,-0.019511418
0.30092824,7.4727783,-7.5209155,-0.14121643,0.099579945,-0.028026795
-0.39990902,-9.851628,-10.979719,-0.14121643,0.09829134,-0.019511418
1.1907663,-8.723033,-13.375174,0.22700924,0.10657312,-0.026312416
1.1907663,7.788095,-7.5209155,-0.14121643,0.10590027,-0.023873208
-2.5769694,7.788095,-15.067249,0.14792918,0.09849538,-0.023308774
-0.12226139,-9.550794,-14.983328,0.1697682,0.09829134,-0.024178645
0.03557934,5.097555,-7.5209155,-0.14121643,0.10657312,-0.025698313
-2.7592015,-10.584045,-13.984667,0.19705911,0.1043019,-0.0219414
-2.7234519,-4.9898868,-6.3417754,-0.111688286,-0.25182083,-0.0951675
-2.7234519,4.2595153,-13.122684,-0.16531394,-0.23713562,-0.093060695
4.3568807,4.2595153,-13.122684,0.15815623,-0.24787045,-0.09712606
-0.7289988,-4.9898868,-6.591151,-0.08451839,-0.24354123,-0.092361666
4.3568807,-4.9898868,-9.470507,-0.16613607,-0.23816869,-0.09341133
-2.7234519,4.2595153,-5.277774,-0.14554934,-0.2594645,-0.08928438
1.09877,4.2595153,-13.122684,-0.1689208,-0.2594645,-0.09712606
1.0281593,3.1439466,-5.277774,0.15815623,-0.23713562,-0.09712606
1.0831952,4.2595153,-10.156526,-0.1371634,-0.2500416,-0.09479218
1.0593303,0.72451484,-6.763977,-0.1591527,-0.23713562,-0.09294579
4.3568807,-4.9898868,-6.4637117,0.11644827,-0.25703147,-0.090019606
4.132348,0.71656966,-13.122684,0.05694665,-0.24991158,-0.091045804
1.0425974,-4.4912224,-10.3742895,-0.112428114,-0.23713562,-0.092640795
1.0272777,-3.3107722,-5.277774,0.15815623,-0.2594645,-0.09712606
3.4687858,-4.702262,-5.722567,-0.14750399,-0.2503566,-0.08928438
-2.7234519,3.8991668,-13.122684,0.09581946,-0.2594645,-0.094136596
4.3568807,-4.9898868,-5.277774,-0.12995459,-0.23713562,-0.091095686
4.3568807,4.2595153,-5.277774,0.15815623,-0.2572378,-0.09176088
1.4731942,-1.01508,-13.122684,-0.120982125,-0.2564736,-0.09412689
1.1437546,4.0131693,-5.277774,-0.11377503,-0.24336618,-0.09008833
-0.52281165,-0.68477863,-13.122684,-0.14313991,-0.2594645,-0.09712606
4.3568807,-4.9898868,-11.535896,0.15285887,-0.2449563,-0.08928438
-2.7234519,-3.9947774,-5.277774,-0.025469154,-0.24657522,-0.09449179
-2.7234519,-1.7720976,-11.96813,0.047547743,-0.2448585,-0.09200715
1.1166497,1.8337786,-12.437963,0.14340465,-0.24748799,-0.093226045
1.3971813,-3.7523065,-10.125235,-0.21605463,0.2711016,0.057200827
-2.7688382,2.8008327,-13.324797,-0.10304661,0.27224982,0.06562854
-2.7688382,2.8008327,-8.111256,0.2918893,0.2688192,0.06366418
-2.7688382,2.2643526,-8.111256,-0.14365812,0.27466708,0.056014046
-1.3207493,-1.890911,-8.111256,-0.16001947,0.2751506,0.06194712
-2.7688382,2.8008327,-12.825218,0.2918893,0.2706756,0.056014046
1.6476157,-1.0023316,-9.464736,-0.22062434,0.2688192,0.057215303
-0.1231699,-3.7523065,-13.707992,0.2918893,0.2721879,0.07078345
1.4580595,-2.8728578,-8.111256,-0.21323381,0.27835053,0.06032931
-1.0075481,2.8008327,-12.425437,0.2918893,0.2719127,0.060016118
-2.7688382,2.8008327,-9.649389,0.19957416,0.2688192,0.057997014
1.2322644,2.8008327,-12.48225,0.2918893,0.27835053,0.06361952
0.5942153,2.8008327,-13.980427,-0.15388887,0.2767505,0.068202615
1.2638882,-2.140697,-13.171297,0.2918893,0.27835053,0.057111938
1.3643258,-2.9701006,-12.158412,-0.20770527,0.2688192,0.06779614
-2.7688382,-3.7523065,-11.860526,0.2918893,0.27835053,0.060163185
1.4555863,-3.7523065,-8.111256,-0.17059638,0.2688192,0.07078345
1.3162488,2.8008327,-10.577314,-0.21556158,0.27254993,0.069391884
-2.7688382,-0.044643402,-13.980427,0.2918893,0.27835053,0.069204874
-2.7688382,2.593601,-11.360261,-0.2171809,0.27362984,0.06651278
1.6476157,-3.7523065,-13.927387,-0.22674692,0.27213484,0.07078345
1.3836092,-2.4224665,-13.72305,0.20243882,0.2733745,0.056014046
1.0107238,-3.7523065,-13.980427,-0.21046306,0.2742734,0.06586479
1.3789954,-3.7523065,-8.170164,-0.22674692,0.27835053,0.06304942
-2.7688382,2.8008327,-13.549165,0.2330078,0.27294916,0.07078345
1.6409194,-0.7057407,-13.522835,-0.0874556,-0.029978037,-0.08323372
-0.8990519,6.771549,-11.378059,-0.33313304,-0.03034088,-0.081653
-2.1716006,2.5094306,-13.522835,0.30390066,-0.032191165,-0.08129865
-2.1473258,6.012379,-13.412267,-0.31321582,-0.023537934,-0.084027834
1.6409194,-0.7480151,-13.522835,-0.33799177,-0.028047696,-0.08528345
0.44098982,6.771549,-7.1947103,-0.12042296,-0.020818673,-0.08693851
1.6409194,6.771549,-8.107627,0.041799843,-0.020818673,-0.08129865
1.5497574,-4.930336,-7.039786,0.30390066,-0.02806598,-0.08502215
1.6409194,1.5768354,-6.3811016,-0.33799177,-0.032191165,-0.08752326
-2.665218,-0.45641848,-13.522835,0.13335145,-0.026176557,-0.08513523
-2.6649399,1.3460822,-6.3811016,0.30390066,-0.025280088,-0.0867993
-2.038483,2.0056903,-11.063225,-0.16693771,-0.029583894,-0.082807645
-2.225515,-0.88907623,-7.0634594,-0.33799177,-0.029349536,-0.087778784
1.2480174,5.034545,-6.3811016,0.13835433,-0.021040171,-0.08793222
-2.23134,-1.0852722,-9.694361,0.30390066,-0.032191165,-0.083191864
